LEVEL	NAME	TAXID	READ_COUNT	TOTAL_BP_MAPPED	TOTAL_BP_MISMATCH	LINEAR_LEN	LINEAR_DOC	ROLLUP_DOC	REL_ABUNDANCE	LINEAR_COV	LINEAR_COV_MAPPED_SIG	BEST_LINEAR_COV	MAPPED_SIG_LENGTH	TOL_SIG_LENGTH	ABUNDANCE	ZSCORE	NOTE
strain	Dyella japonica UNC79MFTsu3.2	1380365	63	2772	63	1146	2.418848	0.001156	0.000030	0.000478	0.585590	0.000478	1957	2397987	0.001156	45.732749	Not shown (strain-result biased); Filtered out (minCov > 0.0004779008393289872); Filtered out (maxZscore < 45.7327485856002); 
strain	Mycobacterium marinum strain 1218R	1781.2	5	530	24	240	2.208333	0.001153	0.000030	0.000522	0.431655	0.000522	556	459681	0.001153	43.753143	Not shown (strain-result biased); Filtered out (minCov > 0.000522101196264366); Filtered out (maxZscore < 43.75314274426467); 
strain	Amycolatopsis albispora strain WP1	1804986.1	85	4197	75	2335	1.797430	0.001153	0.000030	0.000641	0.492928	0.000641	4737	3640282	0.001153	39.471601	Not shown (strain-result biased); Filtered out (minCov > 0.0006414338229840435); Filtered out (maxZscore < 39.47160093679909); 
strain	Phycicoccus jejuensis strain NRRL B-24460	367299.1	21	1618	11	1343	1.204765	0.001146	0.000029	0.000951	0.612124	0.000951	2194	1412065	0.001146	32.410275	Not shown (strain-result biased); Filtered out (minCov > 0.0009510893620336174); Filtered out (maxZscore < 32.410274792679665); 
strain	Micromonospora rhizosphaerae strain DSM 45431	568872.1	39	2531	100	1461	1.732375	0.001145	0.000029	0.000661	0.532240	0.000661	2745	2210148	0.001145	38.881408	Not shown (strain-result biased); Filtered out (minCov > 0.0006610417039944836); Filtered out (maxZscore < 38.88140764388051); 
strain	Kitasatospora azatica KCTC 9699	1449346	81	3638	98	875	4.157714	0.001143	0.000029	0.000275	0.599315	0.000275	1460	3183557	0.001143	60.310454	Not shown (strain-result biased); Filtered out (minCov > 0.00027484979851153914); Filtered out (maxZscore < 60.3104539623344); 
strain	Salinispora arenicola CNS-205	391037	35	2966	142	470	6.310638	0.001135	0.000029	0.000180	0.416667	0.000180	1128	2613630	0.001135	74.564837	Not shown (strain-result biased); Filtered out (minCov > 0.0001798265247950169); Filtered out (maxZscore < 74.5648368442996); 
strain	Bradyrhizobium japonicum strain E109	375.1	46	3033	109	2300	1.318696	0.001133	0.000029	0.000859	0.426875	0.000859	5388	2676415	0.001133	34.097781	Not shown (strain-result biased); Filtered out (minCov > 0.0008593585075558162); Filtered out (maxZscore < 34.097781389002044); 
strain	Gryllotalpicola sp. 2DFW10M-5	2419771.1	38	2149	76	840	2.558333	0.001132	0.000029	0.000443	0.437728	0.000443	1919	1897912	0.001132	47.522827	Not shown (strain-result biased); Filtered out (minCov > 0.00044259164808484273); Filtered out (maxZscore < 47.52282659542725); 
strain	Stenotrophomonas acidaminiphila strain SUNEO	128780.2	27	1187	32	597	1.988275	0.001129	0.000029	0.000568	0.510693	0.000568	1169	1051410	0.001129	41.954211	Not shown (strain-result biased); Filtered out (minCov > 0.000567808942277513); Filtered out (maxZscore < 41.95421050257617); 
strain	Bradyrhizobium japonicum USDA 6	1037409	46	3033	109	2300	1.318696	0.001127	0.000029	0.000855	0.426875	0.000855	5388	2690455	0.001127	34.187177	Not shown (strain-result biased); Filtered out (minCov > 0.0008548739897154943); Filtered out (maxZscore < 34.18717659413045); 
strain	Mycobacterium marinum strain CCUG20998	1781.1	7	557	23	350	1.591429	0.001127	0.000029	0.000708	0.488145	0.000708	717	494158	0.001127	37.561683	Not shown (strain-result biased); Filtered out (minCov > 0.0007082754908349151); Filtered out (maxZscore < 37.56168260341914); 
strain	Mycobacteroides abscessus strain FLAC028	36809.16	29	2674	42	1415	1.889753	0.001123	0.000029	0.000594	0.449349	0.000594	3149	2382015	0.001123	41.017104	Not shown (strain-result biased); Filtered out (minCov > 0.0005940348822320599); Filtered out (maxZscore < 41.017104076898505); 
strain	Streptomyces sp. 769	1262452.1	45	2176	65	846	2.572104	0.001119	0.000029	0.000435	0.560636	0.000435	1509	1944031	0.001119	47.926078	Not shown (strain-result biased); Filtered out (minCov > 0.00043517824561439605); Filtered out (maxZscore < 47.9260783233047); 
strain	Monashia flava strain MUSC 78	1428657.1	45	1777	31	395	4.498734	0.001116	0.000029	0.000248	0.378352	0.000248	1044	1592918	0.001116	63.495699	Not shown (strain-result biased); Filtered out (minCov > 0.00024797258867060326); Filtered out (maxZscore < 63.49569904700912); 
strain	Tokyovirus A1	1826170.1	6	302	3	134	2.253731	0.001114	0.000029	0.000494	0.390671	0.000494	343	271203	0.001114	44.976694	Not shown (strain-result biased); Filtered out (minCov > 0.0004940948293344837); Filtered out (maxZscore < 44.97669379884016); 
strain	Aureimonas sp. AU20	1349819.1	42	2875	116	1959	1.467586	0.001113	0.000029	0.000758	0.400777	0.000758	4888	2583453	0.001113	36.300979	Not shown (strain-result biased); Filtered out (minCov > 0.0007582874548133835); Filtered out (maxZscore < 36.30097936149063); 
strain	Pseudomonas sp. TMW 2.1634	1886807.1	15	943	0	473	1.993658	0.001113	0.000029	0.000558	0.834215	0.000558	567	847570	0.001113	42.319059	Not shown (strain-result biased); Filtered out (minCov > 0.0005580660004483405); Filtered out (maxZscore < 42.319058926379455); 
strain	Streptomyces oceani strain SCSIO 02100	1075402.1	88	3462	58	665	5.206015	0.001112	0.000029	0.000214	0.576756	0.000214	1153	3114124	0.001112	68.424361	Not shown (strain-result biased); Filtered out (minCov > 0.0002135431986651784); Filtered out (maxZscore < 68.42436140062037); 
strain	Mycobacterium parascrofulaceum ATCC BAA-614	525368	34	1749	54	1364	1.282258	0.001109	0.000028	0.000865	0.508197	0.000865	2684	1576493	0.001109	33.982152	Not shown (strain-result biased); Filtered out (minCov > 0.0008652115803876072); Filtered out (maxZscore < 33.9821520344356); 
strain	Kitasatospora purpeofusca strain NRRL B-1817	67352.1	53	3561	168	1092	3.260989	0.001108	0.000028	0.000340	0.637850	0.000340	1712	3212550	0.001108	54.230025	Not shown (strain-result biased); Filtered out (minCov > 0.000339916888453098); Filtered out (maxZscore < 54.23002493449182); 
strain	Bradyrhizobium diazoefficiens strain USDA 122	1355477.2	44	2729	120	2078	1.313282	0.001107	0.000028	0.000843	0.325196	0.000843	6390	2465703	0.001107	34.432181	Not shown (strain-result biased); Filtered out (minCov > 0.0008427616789207784); Filtered out (maxZscore < 34.43218076429074); 
strain	Bradyrhizobium elkanii WSM2783	1038860	100	6171	255	3530	1.748159	0.001099	0.000028	0.000629	0.516837	0.000629	6830	5615983	0.001099	39.873927	Not shown (strain-result biased); Filtered out (minCov > 0.0006285631562631155); Filtered out (maxZscore < 39.87392667306058); 
strain	Steroidobacter denitrificans strain DSM 18526	465721.1	35	2807	98	1561	1.798206	0.001092	0.000028	0.000607	0.442837	0.000607	3525	2570476	0.001092	40.567049	Not shown (strain-result biased); Filtered out (minCov > 0.0006072805192501311); Filtered out (maxZscore < 40.56704891953219); 
strain	Variovorax paradoxus 110B	1157708	41	2968	84	2513	1.181058	0.001090	0.000028	0.000923	0.551580	0.000923	4556	2723667	0.001090	32.906396	Not shown (strain-result biased); Filtered out (minCov > 0.0009226531730934803); Filtered out (maxZscore < 32.90639572221455); 
strain	Mycobacterium riyadhense strain DSM 45176	486698.1	57	3363	140	2094	1.606017	0.001090	0.000028	0.000678	0.390162	0.000678	5367	3086490	0.001090	38.379272	Not shown (strain-result biased); Filtered out (minCov > 0.0006784405586928842); Filtered out (maxZscore < 38.37927150657446); 
strain	Pseudomonas putida strain AA7	303.6	36	2177	95	1803	1.207432	0.001086	0.000028	0.000900	0.556481	0.000900	3240	2003749	0.001086	33.321789	Not shown (strain-result biased); Filtered out (minCov > 0.0008998132999692077); Filtered out (maxZscore < 33.32178945976472); 
strain	Leifsonia xyli strain SE134	1575.2	35	1711	33	1291	1.325329	0.001083	0.000028	0.000817	0.539040	0.000817	2395	1579753	0.001083	34.966643	Not shown (strain-result biased); Filtered out (minCov > 0.0008172163623047401); Filtered out (maxZscore < 34.966643394399576); 
strain	Mycolicibacterium chlorophenolicum strain DSM 43826	37916.1	40	2838	134	2182	1.300642	0.001079	0.000028	0.000830	0.488034	0.000830	4471	2630461	0.001079	34.706303	Not shown (strain-result biased); Filtered out (minCov > 0.0008295123934549876); Filtered out (maxZscore < 34.706303429039004); 
strain	Nitrospira defluvii	330214.1	59	4026	55	2660	1.513534	0.001077	0.000028	0.000712	0.758699	0.000712	3506	3736830	0.001077	37.467630	Not shown (strain-result biased); Filtered out (minCov > 0.0007118332918543257); Filtered out (maxZscore < 37.46763013950411); 
strain	Gordonia phage GAL1	1647469.1	1	44	0	44	1.000000	0.001077	0.000028	0.001077	0.511628	0.001077	86	40872	0.001077	30.461600	Not shown (strain-result biased); Filtered out (minCov > 0.001076531610882756); Filtered out (minReads > 1); Filtered out (minLen > 44); Filtered out (maxZscore < 30.46160026835575); 
strain	Pseudomonas resinovorans NBRC 106553	1245471	35	2198	51	1393	1.577889	0.001076	0.000028	0.000682	0.485028	0.000682	2872	2042532	0.001076	38.279013	Not shown (strain-result biased); Filtered out (minCov > 0.0006819966590486709); Filtered out (maxZscore < 38.279013085310275); 
strain	Stenotrophomonas maltophilia strain ISMMS2	40324.2	12	1055	28	1055	1.000000	0.001076	0.000028	0.001076	0.649231	0.001076	1625	980632	0.001076	30.471446	Not shown (strain-result biased); Filtered out (minCov > 0.0010758368072834661); Filtered out (maxZscore < 30.471445727752016); 
strain	Brevundimonas aveniformis DSM 17977	1121123	30	1881	109	1382	1.361071	0.001076	0.000028	0.000790	0.457162	0.000790	3023	1748836	0.001076	35.558944	Not shown (strain-result biased); Filtered out (minCov > 0.0007902399081446173); Filtered out (maxZscore < 35.558943951344745); 
strain	Nocardia higoensis NBRC 100133	1206730	58	3225	113	1318	2.446889	0.001075	0.000028	0.000439	0.624941	0.000439	2109	3001198	0.001075	47.708332	Not shown (strain-result biased); Filtered out (minCov > 0.00043915796292014057); Filtered out (maxZscore < 47.70833236698009); 
strain	Sphingomonas melonis strain ZJ26	152682.1	5	593	42	337	1.759644	0.001071	0.000027	0.000609	0.390498	0.000609	863	553476	0.001071	40.513726	Not shown (strain-result biased); Filtered out (minCov > 0.0006088791564584552); Filtered out (maxZscore < 40.513726288804314); 
strain	Nocardioides alpinus strain CGMCC 1.10697	748909.1	38	2132	80	1565	1.362300	0.001066	0.000027	0.000782	0.596418	0.000782	2624	2000375	0.001066	35.737864	Not shown (strain-result biased); Filtered out (minCov > 0.0007823533087546085); Filtered out (maxZscore < 35.737863508874085); 
strain	Streptomyces cavourensis strain 1AS2a	67258.1	6	287	8	167	1.718563	0.001065	0.000027	0.000620	0.316888	0.000620	527	269525	0.001065	40.161202	Not shown (strain-result biased); Filtered out (minCov > 0.0006196085706335219); Filtered out (maxZscore < 40.16120211956588); 
strain	Dyadobacter fermentans DSM 18053	471854	68	6088	297	4715	1.291198	0.001064	0.000027	0.000824	0.362414	0.000824	13010	5722317	0.001064	34.822994	Not shown (strain-result biased); Filtered out (minCov > 0.0008239669350719298); Filtered out (maxZscore < 34.82299431685823); 
strain	Mycobacterium avium subsp. paratuberculosis strain E1	1770.1	20	1124	21	831	1.352587	0.001064	0.000027	0.000786	0.715762	0.000786	1161	1056788	0.001064	35.646969	Not shown (strain-result biased); Filtered out (minCov > 0.0007863450379830202); Filtered out (maxZscore < 35.64696870503862); 
strain	Mycobacterium paragordonae strain 49061	1389713.1	50	3299	195	2260	1.459735	0.001062	0.000027	0.000728	0.435957	0.000728	5184	3106052	0.001062	37.058863	Not shown (strain-result biased); Filtered out (minCov > 0.0007276117721145685); Filtered out (maxZscore < 37.058862530242315); 
strain	Mycobacterium lacus strain DSM 44577	169765.1	47	2050	43	1087	1.885925	0.001060	0.000027	0.000562	0.462750	0.000562	2349	1933735	0.001060	42.165923	Not shown (strain-result biased); Filtered out (minCov > 0.0005621245930802308); Filtered out (maxZscore < 42.165922750466926); 
strain	Bordetella petrii strain DSM 12804	94624.1	29	2470	45	2000	1.235000	0.001057	0.000027	0.000856	0.557414	0.000856	3588	2337365	0.001057	34.171370	Not shown (strain-result biased); Filtered out (minCov > 0.0008556643913124394); Filtered out (maxZscore < 34.17136959502794); 
strain	Sediminibacterium salmoneum NBRC 103935	1400522	36	2319	105	1210	1.916529	0.001054	0.000027	0.000550	0.627268	0.000550	1929	2201170	0.001054	42.639756	Not shown (strain-result biased); Filtered out (minCov > 0.0005497076554741343); Filtered out (maxZscore < 42.63975563169398); 
strain	Flavobacterium sp. HYN0059	2175091.1	45	3124	129	1959	1.594691	0.001052	0.000027	0.000660	0.554329	0.000660	3534	2969060	0.001052	38.917860	Not shown (strain-result biased); Filtered out (minCov > 0.0006598047867001677); Filtered out (maxZscore < 38.91785959960016); 
strain	Cutibacterium acnes strain PA_21_1_L1	1747.3	16	1401	2	977	1.433982	0.001052	0.000027	0.000734	0.396993	0.000734	2461	1331579	0.001052	36.904286	Not shown (strain-result biased); Filtered out (minCov > 0.0007337153860191547); Filtered out (maxZscore < 36.90428572693629); 
strain	Mycobacterium intracellulare subsp. yongonense 05-1390	1138871	2	142	5	71	2.000000	0.001051	0.000027	0.000525	0.771739	0.000525	92	135111	0.001051	43.611602	Not shown (strain-result biased); Filtered out (minCov > 0.0005254938532021819); Filtered out (minReads > 2); Filtered out (maxZscore < 43.61160202269478); 
strain	Jiangella muralis strain DSM 45357	702383.1	51	2506	88	829	3.022919	0.001046	0.000027	0.000346	0.556749	0.000346	1489	2395214	0.001046	53.742730	Not shown (strain-result biased); Filtered out (minCov > 0.00034610686143284064); Filtered out (maxZscore < 53.74273031322379); 
strain	Novosphingobium barchaimii strain NS277	1420591.1	50	2420	80	1397	1.732283	0.001046	0.000027	0.000604	0.384848	0.000604	3630	2313077	0.001046	40.678568	Not shown (strain-result biased); Filtered out (minCov > 0.0006039574125720847); Filtered out (maxZscore < 40.67856787102051); 
strain	Stenotrophomonas maltophilia K279a	522373	20	1245	35	870	1.431034	0.001043	0.000027	0.000729	0.437846	0.000729	1987	1193644	0.001043	37.027079	Not shown (strain-result biased); Filtered out (minCov > 0.0007288605312806833); Filtered out (maxZscore < 37.02707924885717); 
strain	Labrenzia sp. CP4	1674922.1	5	505	25	231	2.186147	0.001040	0.000027	0.000476	0.051084	0.000476	4522	485613	0.001040	45.839075	Not shown (strain-result biased); Filtered out (minCov > 0.0004756874301141032); Filtered out (maxZscore < 45.83907480764396); 
strain	Clavibacter michiganensis subsp. capsici strain PF008	1874630.1	25	1292	42	220	5.872727	0.001038	0.000027	0.000177	0.567010	0.000177	388	1244780	0.001038	75.213635	Not shown (strain-result biased); Filtered out (minCov > 0.00017673805813075402); Filtered out (maxZscore < 75.21363512748809); 
strain	Betaproteobacteria bacterium GR16-43	1904640.1	54	3112	122	2437	1.276980	0.001037	0.000027	0.000812	0.570993	0.000812	4268	3001574	0.001037	35.080873	Not shown (strain-result biased); Filtered out (minCov > 0.0008119073526089978); Filtered out (maxZscore < 35.08087262495085); 
strain	Flavobacterium filum DSM 17961	1121889	28	1570	33	729	2.153635	0.001035	0.000027	0.000481	0.734879	0.000481	992	1517095	0.001035	45.607709	Not shown (strain-result biased); Filtered out (minCov > 0.0004805236323368016); Filtered out (maxZscore < 45.607708779735624); 
strain	Stenotrophomonas maltophilia strain FDAARGOS_325	40324.7	25	1300	18	879	1.478953	0.001029	0.000026	0.000696	0.695962	0.000696	1263	1262926	0.001029	37.891633	Not shown (strain-result biased); Filtered out (minCov > 0.0006960027745093537); Filtered out (maxZscore < 37.891633399521474); 
strain	Nocardioides psychrotolerans strain CGMCC 1.11156	1005945.1	35	2082	114	1588	1.311083	0.001021	0.000026	0.000779	0.572252	0.000779	2775	2039716	0.001021	35.825353	Not shown (strain-result biased); Filtered out (minCov > 0.0007785397574956513); Filtered out (maxZscore < 35.825353025412966); 
strain	Streptomyces gilvosporeus strain F607	553510.1	48	2701	93	961	2.810614	0.001016	0.000026	0.000362	0.570326	0.000362	1685	2657911	0.001016	52.581140	Not shown (strain-result biased); Filtered out (minCov > 0.00036156214410490044); Filtered out (maxZscore < 52.58113991455339); 
strain	Inquilinus limosus DSM 16000	1122125	80	3310	74	1575	2.101587	0.001016	0.000026	0.000483	0.663717	0.000483	2373	3258498	0.001016	45.474032	Not shown (strain-result biased); Filtered out (minCov > 0.00048335153190212177); Filtered out (maxZscore < 45.47403235966236); 
strain	Jiangella alkaliphila strain DSM 45079	419479.1	59	2618	51	852	3.072770	0.001013	0.000026	0.000330	0.649886	0.000330	1311	2583571	0.001013	55.057791	Not shown (strain-result biased); Filtered out (minCov > 0.00032977611221057985); Filtered out (maxZscore < 55.05779080782752); 
strain	Amycolatopsis orientalis strain B-37	31958.1	46	3249	110	389	8.352185	0.001011	0.000026	0.000121	0.686067	0.000121	567	3212143	0.001011	90.864938	Not shown (strain-result biased); Filtered out (minCov > 0.00012110295214129633); Filtered out (maxZscore < 90.8649383315416); 
strain	Massilia alkalitolerans DSM 17462	1111733	43	2609	80	1512	1.725529	0.001011	0.000026	0.000586	0.596450	0.000586	2535	2579410	0.001011	41.291149	Not shown (strain-result biased); Filtered out (minCov > 0.0005861805606708511); Filtered out (maxZscore < 41.291149108604316); 
strain	Mycobacteroides salmoniphilum strain D16Q15	404941.1	29	2104	111	1424	1.477528	0.001008	0.000026	0.000682	0.461439	0.000682	3086	2086629	0.001008	38.266557	Not shown (strain-result biased); Filtered out (minCov > 0.0006824404338289173); Filtered out (maxZscore < 38.26655659884469); 
strain	Bradyrhizobium lablabi strain GAS499	722472.3	68	4177	205	3244	1.287608	0.001000	0.000026	0.000777	0.454851	0.000777	7132	4175495	0.001000	35.862849	Not shown (strain-result biased); Filtered out (minCov > 0.0007769138748819003); Filtered out (maxZscore < 35.86284927437374); 
strain	Geodermatophilus obscurus strain DSM 43161	1861.1	27	1067	2	87	12.264368	0.000998	0.000026	0.000081	0.861386	0.000081	101	1069354	0.000998	110.862191	Not shown (strain-result biased); Filtered out (minCov > 8.135752987317577e-05); Filtered out (maxZscore < 110.86219052209063); 
strain	Mycobacterium kansasii ATCC 12478	557599	55	3183	111	1766	1.802378	0.000997	0.000026	0.000553	0.428537	0.000553	4121	3192559	0.000997	42.506365	Not shown (strain-result biased); Filtered out (minCov > 0.0005531612728222094); Filtered out (maxZscore < 42.506364855485266); 
strain	Aminobacter sp. MSH1	374606.1	61	3268	141	1851	1.765532	0.000996	0.000026	0.000564	0.464026	0.000564	3989	3281391	0.000996	42.092358	Not shown (strain-result biased); Filtered out (minCov > 0.000564090045959168); Filtered out (maxZscore < 42.09235812640836); 
strain	Sorangium cellulosum So ce56	448385	163	8184	283	3094	2.645120	0.000992	0.000025	0.000375	0.549361	0.000375	5632	8249771	0.000992	51.627291	Not shown (strain-result biased); Filtered out (minCov > 0.0003750407132513133); Filtered out (maxZscore < 51.62729105465333); 
strain	Streptomyces pathocidini strain NRRL B-24287	1650571.1	32	2007	106	528	3.801136	0.000991	0.000025	0.000261	0.534954	0.000261	987	2025379	0.000991	61.926933	Not shown (strain-result biased); Filtered out (minCov > 0.0002606919495067343); Filtered out (maxZscore < 61.926933363097966); 
strain	Nocardia brevicatena NBRC 12119	1206725	41	3546	183	1797	1.973289	0.000990	0.000025	0.000502	0.532602	0.000502	3374	3582861	0.000990	44.640803	Not shown (strain-result biased); Filtered out (minCov > 0.0005015544839724455); Filtered out (maxZscore < 44.64080348245611); 
strain	Sphingomonas koreensis strain ABOJV	93064.1	46	2459	93	1329	1.850263	0.000987	0.000025	0.000534	0.523434	0.000534	2539	2491000	0.000987	43.282117	Not shown (strain-result biased); Filtered out (minCov > 0.0005335206744279406); Filtered out (maxZscore < 43.28211651748627); 
strain	Rhizobium sp. Y9	1914541.1	5	338	12	154	2.194805	0.000983	0.000025	0.000448	0.733333	0.000448	210	344019	0.000983	47.253461	Not shown (strain-result biased); Filtered out (minCov > 0.00044764969376691403); Filtered out (maxZscore < 47.25346135882122); 
strain	Sphingomonas adhaesiva NBRC 15099	1219038	17	1499	27	1012	1.481225	0.000982	0.000025	0.000663	0.328252	0.000663	3083	1526238	0.000982	38.821905	Not shown (strain-result biased); Filtered out (minCov > 0.0006630682763762926); Filtered out (maxZscore < 38.821905107883794); 
strain	Pseudoduganella violaceinigra DSM 15887	1121480	58	3448	124	3103	1.111183	0.000981	0.000025	0.000883	0.587356	0.000883	5283	3513985	0.000981	33.636998	Not shown (strain-result biased); Filtered out (minCov > 0.0008830430408780914); Filtered out (maxZscore < 33.63699795351132); 
strain	Streptomyces gilvigriseus strain MUSC 26	1428644.1	51	2052	49	496	4.137097	0.000978	0.000025	0.000236	0.540305	0.000236	918	2097934	0.000978	65.028499	Not shown (strain-result biased); Filtered out (minCov > 0.00023642307145982667); Filtered out (maxZscore < 65.02849871526553); 
strain	Cupriavidus metallidurans CH34	266264	40	3663	86	2491	1.470494	0.000976	0.000025	0.000664	0.529662	0.000664	4703	3754220	0.000976	38.808680	Not shown (strain-result biased); Filtered out (minCov > 0.0006635199855096398); Filtered out (maxZscore < 38.80867955744401); 
strain	Pimelobacter simplex strain VKM Ac-2033D	2045.1	54	2037	24	772	2.638601	0.000975	0.000025	0.000370	0.630719	0.000370	1224	2088260	0.000975	52.000000	Not shown (strain-result biased); Filtered out (minCov > 0.0003696857670979667); Filtered out (maxZscore < 52.0); 
strain	Mycobacterium avium subsp. avium 2285 (S)	1299329	22	1078	35	845	1.275740	0.000969	0.000025	0.000759	0.722840	0.000759	1169	1113057	0.000969	36.279846	Not shown (strain-result biased); Filtered out (minCov > 0.0007591704647650569); Filtered out (maxZscore < 36.27984590561144); 
strain	Mycolicibacterium litorale strain F4	758802.1	55	2762	84	1911	1.445317	0.000965	0.000025	0.000668	0.600377	0.000668	3183	2860989	0.000965	38.679661	Not shown (strain-result biased); Filtered out (minCov > 0.000667950837979454); Filtered out (maxZscore < 38.67966092851307); 
strain	Bradyrhizobium erythrophlei strain MT12	1437360.1	53	3252	143	2491	1.305500	0.000965	0.000025	0.000739	0.403597	0.000739	6172	3368708	0.000965	36.760735	Not shown (strain-result biased); Filtered out (minCov > 0.0007394526328788366); Filtered out (maxZscore < 36.76073538434169); 
strain	Massilia yuzhufengensis strain CGMCC 1.12041	1164594.1	30	2114	51	1171	1.805295	0.000965	0.000025	0.000534	0.707981	0.000534	1654	2191709	0.000965	43.251079	Not shown (strain-result biased); Filtered out (minCov > 0.0005342862578928134); Filtered out (maxZscore < 43.2510791738323); 
strain	Microbacterium chocolatum strain SIT 101	84292.1	21	1420	49	1198	1.185309	0.000963	0.000025	0.000812	0.591897	0.000812	2024	1475098	0.000963	35.075640	Not shown (strain-result biased); Filtered out (minCov > 0.0008121494300717647); Filtered out (maxZscore < 35.07563970670706); 
strain	Nocardia pseudobrasiliensis NBRC 108224	1210086	68	4123	143	1499	2.750500	0.000959	0.000025	0.000349	0.566730	0.000349	2645	4301121	0.000959	53.556763	Not shown (strain-result biased); Filtered out (minCov > 0.00034851379442708076); Filtered out (maxZscore < 53.55676320120295); 
strain	Mycobacterium kansasii 824	1299328	54	3042	98	1657	1.835848	0.000955	0.000024	0.000520	0.531090	0.000520	3120	3185942	0.000955	43.837392	Not shown (strain-result biased); Filtered out (minCov > 0.0005200973526825033); Filtered out (maxZscore < 43.837392239485226); 
strain	Kitasatospora setae KM-6054	452652	56	2414	29	666	3.624625	0.000950	0.000024	0.000262	0.635496	0.000262	1048	2541298	0.000950	61.763766	Not shown (strain-result biased); Filtered out (minCov > 0.00026207080003997957); Filtered out (maxZscore < 61.763765775434734); 
strain	Conexibacter woesei DSM 14684	469383	53	2747	86	1912	1.436715	0.000950	0.000024	0.000661	0.538895	0.000661	3548	2892825	0.000950	38.884236	Not shown (strain-result biased); Filtered out (minCov > 0.0006609456154451099); Filtered out (maxZscore < 38.88423570820029); 
strain	Stenotrophomonas acidaminiphila strain ZAC14D2_NAIMI4_2	128780.1	22	1220	32	750	1.626667	0.000948	0.000024	0.000583	0.403443	0.000583	1859	1287501	0.000948	41.420623	Not shown (strain-result biased); Filtered out (minCov > 0.0005825238193989753); Filtered out (maxZscore < 41.42062288281044); 
strain	Porphyrobacter HT-58-2	2023229.1	19	1460	30	879	1.660978	0.000943	0.000024	0.000568	0.862610	0.000568	1019	1548758	0.000943	41.963728	Not shown (strain-result biased); Filtered out (minCov > 0.0005675515477563312); Filtered out (maxZscore < 41.963728310803006); 
strain	Streptomyces tsukubensis NRRL18488	1114943	66	2925	72	810	3.611111	0.000941	0.000024	0.000260	0.660147	0.000260	1227	3109448	0.000941	61.950179	Not shown (strain-result biased); Filtered out (minCov > 0.00026049639678811157); Filtered out (maxZscore < 61.95017910674694); 
strain	Patulibacter medicamentivorans strain I11	1097667.1	40	2001	85	991	2.019173	0.000940	0.000024	0.000466	0.698872	0.000466	1418	2128827	0.000940	46.337463	Not shown (strain-result biased); Filtered out (minCov > 0.00046551457680685184); Filtered out (maxZscore < 46.33746264089094); 
strain	Candidatus Solibacter usitatus Ellin6076	234267	93	7890	491	3910	2.017903	0.000940	0.000024	0.000466	0.314866	0.000466	12418	8397026	0.000940	46.331166	Not shown (strain-result biased); Filtered out (minCov > 0.0004656410495811255); Filtered out (maxZscore < 46.33116642279996); 
strain	Stenotrophomonas maltophilia strain CSM2	40324.8	11	608	15	331	1.836858	0.000940	0.000024	0.000512	0.347689	0.000512	952	647075	0.000940	44.203047	Not shown (strain-result biased); Filtered out (minCov > 0.0005115326662287988); Filtered out (maxZscore < 44.20304701668101); 
strain	Planobispora rosea strain ATCC 53733	35762.1	77	3163	56	815	3.880982	0.000932	0.000024	0.000240	0.594457	0.000240	1371	3395107	0.000932	64.535072	Not shown (strain-result biased); Filtered out (minCov > 0.00024005134447898106); Filtered out (maxZscore < 64.5350715512325); 
strain	Streptomyces albus subsp. albus strain NRRL B-1811	67257.2	60	2698	70	529	5.100189	0.000930	0.000024	0.000182	0.782544	0.000182	676	2901886	0.000930	74.058131	Not shown (strain-result biased); Filtered out (minCov > 0.0001822952383381015); Filtered out (maxZscore < 74.05813125709429); 
strain	Ensifer adhaerens strain Casida A	106592.1	59	3857	209	2194	1.757976	0.000929	0.000024	0.000529	0.647771	0.000529	3387	4150676	0.000929	43.483680	Not shown (strain-result biased); Filtered out (minCov > 0.0005285885961708406); Filtered out (maxZscore < 43.48368023376981); 
strain	Stenotrophomonas maltophilia strain SJTH1	40324.10	11	813	22	698	1.164756	0.000927	0.000024	0.000796	0.657870	0.000796	1061	876696	0.000927	35.426141	Not shown (strain-result biased); Filtered out (minCov > 0.0007961710786863406); Filtered out (maxZscore < 35.426140931775954); 
strain	Bradyrhizobium lablabi strain CCBAU 23086	722472.1	62	3652	141	2306	1.583695	0.000927	0.000024	0.000585	0.488663	0.000585	4719	3940271	0.000927	41.324373	Not shown (strain-result biased); Filtered out (minCov > 0.0005852389340733163); Filtered out (maxZscore < 41.32437314868588); 
strain	Mycobacterium sp. PYR15	2051552.1	6	381	5	234	1.628205	0.000923	0.000024	0.000567	0.444023	0.000567	527	412794	0.000923	41.989010	Not shown (strain-result biased); Filtered out (minCov > 0.0005668687044869838); Filtered out (maxZscore < 41.989009551035174); 
strain	Nocardioides exalbidus strain DSM 22017	402596.1	40	1641	18	1090	1.505505	0.000920	0.000024	0.000611	0.682957	0.000611	1596	1782894	0.000920	40.431208	Not shown (strain-result biased); Filtered out (minCov > 0.0006113655663208244); Filtered out (maxZscore < 40.43120785738833); 
