LEVEL	NAME	TAXID	READ_COUNT	TOTAL_BP_MAPPED	TOTAL_BP_MISMATCH	LINEAR_LEN	LINEAR_DOC	ROLLUP_DOC	REL_ABUNDANCE	LINEAR_COV	LINEAR_COV_MAPPED_SIG	BEST_LINEAR_COV	MAPPED_SIG_LENGTH	TOL_SIG_LENGTH	ABUNDANCE	ZSCORE	NOTE
strain	Streptomyces albulus strain NK660	68570.1	140	12027	599	4572	2.630577	0.004450	0.000221	0.001692	0.633856	0.001692	7213	2702450	0.004450	24.291707	Not shown (strain-result biased); Filtered out (minCov > 0.0016917981831301226); Filtered out (maxZscore < 24.291707466099364); 
strain	Bacillus megaterium strain SR7	1404.3	46	3021	89	2137	1.413664	0.004449	0.000221	0.003147	0.648558	0.003147	3295	679090	0.004449	17.798237	Not shown (strain-result biased); Filtered out (minCov > 0.0031468582956603692); Filtered out (maxZscore < 17.798237492462302); 
strain	Pseudomonas plecoglossicida strain NyZ12	70775.1	9	1166	17	936	1.245726	0.004410	0.000219	0.003540	0.350562	0.003540	2670	264406	0.004410	16.777516	Not shown (strain-result biased); Filtered out (minCov > 0.0035400104384923185); Filtered out (maxZscore < 16.77751598822194); 
strain	Bordetella bronchiseptica strain F709	518.5	8	730	0	514	1.420233	0.004400	0.000219	0.003098	0.519717	0.003098	989	165907	0.004400	17.938123	Not shown (strain-result biased); Filtered out (minCov > 0.003098121236596406); Filtered out (maxZscore < 17.93812321820317); 
strain	Streptomyces flavovariabilis strain NRRL B-16367	284031.1	97	6101	253	2017	3.024789	0.004396	0.000219	0.001453	0.583623	0.001453	3456	1387814	0.004396	26.211801	Not shown (strain-result biased); Filtered out (minCov > 0.0014533647880767885); Filtered out (maxZscore < 26.21180082952757); 
strain	Streptomyces sp. CMB-StM0423	2059884.1	85	5936	278	3011	1.971438	0.004371	0.000217	0.002217	0.524747	0.002217	5738	1358077	0.004371	21.214111	Not shown (strain-result biased); Filtered out (minCov > 0.0022171055102177565); Filtered out (maxZscore < 21.214111468709728); 
strain	Streptomyces viridosporus ATCC 14672	566461	147	9010	350	2610	3.452107	0.004339	0.000216	0.001257	0.634265	0.001257	4115	2076411	0.004339	28.187937	Not shown (strain-result biased); Filtered out (minCov > 0.0012569765812259711); Filtered out (maxZscore < 28.18793660619632); 
strain	Streptomyces nigra strain 452	1827580.1	132	7561	218	1727	4.378112	0.004306	0.000214	0.000984	0.657654	0.000984	2626	1755882	0.004306	31.870422	Not shown (strain-result biased); Filtered out (minCov > 0.0009835512864759704); Filtered out (maxZscore < 31.870422000571306); 
strain	Pseudomonas alcaligenes strain NEB 585	43263.1	87	6513	66	4740	1.374051	0.004271	0.000212	0.003108	0.666760	0.003108	7109	1524895	0.004271	17.908317	Not shown (strain-result biased); Filtered out (minCov > 0.0031084107430347663); Filtered out (maxZscore < 17.908316668720513); 
strain	Mycobacterium avium subsp. paratuberculosis MAP4	1199187	84	4569	54	2274	2.009235	0.004254	0.000212	0.002117	0.764627	0.002117	2974	1074143	0.004254	21.710790	Not shown (strain-result biased); Filtered out (minCov > 0.0021170365584470595); Filtered out (maxZscore < 21.710789927968857); 
strain	Streptomyces bingchenggensis BCW-1	749414	291	17044	706	4605	3.701194	0.004250	0.000211	0.001148	0.544326	0.001148	8460	4010615	0.004250	29.494511	Not shown (strain-result biased); Filtered out (minCov > 0.0011482029564044416); Filtered out (maxZscore < 29.49451079793586); 
strain	Thermomonas fusca DSM 15424	1123377	86	5294	169	3934	1.345704	0.004247	0.000211	0.003156	0.686442	0.003156	5731	1246529	0.004247	17.772463	Not shown (strain-result biased); Filtered out (minCov > 0.0031559634793895688); Filtered out (maxZscore < 17.772463177111938); 
strain	Rhodococcus erythropolis CCM2595	1136179	15	1056	26	707	1.493635	0.004232	0.000211	0.002834	0.358519	0.002834	1972	249502	0.004232	18.759062	Not shown (strain-result biased); Filtered out (minCov > 0.002833644620083206); Filtered out (maxZscore < 18.75906193086869); 
strain	Nonomuraea coxensis DSM 45129	1122611	185	11850	463	7373	1.607216	0.004216	0.000210	0.002623	0.557378	0.002623	13228	2810908	0.004216	19.499832	Not shown (strain-result biased); Filtered out (minCov > 0.0026229958433360324); Filtered out (maxZscore < 19.49983220062251); 
strain	Streptomyces rubrolavendulae strain MJM4426	285473.1	85	6134	234	2240	2.738393	0.004170	0.000207	0.001523	0.544350	0.001523	4115	1470931	0.004170	25.605969	Not shown (strain-result biased); Filtered out (minCov > 0.0015228450552745166); Filtered out (maxZscore < 25.605968542509775); 
strain	Amycolatopsis taiwanensis DSM 45107	1120984	305	20476	921	12112	1.690555	0.004168	0.000207	0.002465	0.465256	0.002465	26033	4912784	0.004168	20.114993	Not shown (strain-result biased); Filtered out (minCov > 0.002465404544551521); Filtered out (maxZscore < 20.114993060869732); 
strain	Acidovorax delafieldii strain CCH4-A2	47920.1	83	8049	259	5112	1.574531	0.004147	0.000206	0.002634	0.558018	0.002634	9161	1940939	0.004147	19.459777	Not shown (strain-result biased); Filtered out (minCov > 0.0026337767441429122); Filtered out (maxZscore < 19.45977653965728); 
strain	Pseudomonas putida SJTE-1	1193499	20	2308	33	1975	1.168608	0.004126	0.000205	0.003531	0.366555	0.003531	5388	559335	0.004126	16.799036	Not shown (strain-result biased); Filtered out (minCov > 0.0035309787515531836); Filtered out (maxZscore < 16.79903553590827); 
strain	Streptomyces glaucescens strain GLA.O	1907.1	114	7386	205	2180	3.388073	0.004117	0.000205	0.001215	0.581488	0.001215	3749	1793902	0.004117	28.668638	Not shown (strain-result biased); Filtered out (minCov > 0.001215228033638404); Filtered out (maxZscore < 28.668638364737056); 
strain	Mesorhizobium australicum strain B5P	536018.1	179	13380	494	9242	1.447739	0.004111	0.000204	0.002840	0.339867	0.002840	27193	3254714	0.004111	18.739412	Not shown (strain-result biased); Filtered out (minCov > 0.0028395736153775724); Filtered out (maxZscore < 18.73941163917795); 
strain	Pseudomonas sp. JY-Q	1338689.1	20	1675	8	1598	1.048185	0.004109	0.000204	0.003920	0.429917	0.003920	3717	407616	0.004109	15.939851	Not shown (strain-result biased); Filtered out (minCov > 0.00392035641387973); Filtered out (maxZscore < 15.939850957919928); 
strain	Gemmata obscuriglobus strain DSM 5831	114.1	398	26509	1347	18593	1.425752	0.004037	0.000201	0.002832	0.436066	0.002832	42638	6566360	0.004037	18.766007	Not shown (strain-result biased); Filtered out (minCov > 0.0028315535547852994); Filtered out (maxZscore < 18.766006989773704); 
strain	Nonomuraea candida strain NRRL B-24552	359159.1	278	14299	391	7157	1.997904	0.004035	0.000201	0.002020	0.618422	0.002020	11573	3543348	0.004035	22.228100	Not shown (strain-result biased); Filtered out (minCov > 0.002019841122012289); Filtered out (maxZscore < 22.22810034346479); 
strain	Methyloferula stellata AR4	876269	111	12596	98	7672	1.641814	0.003985	0.000198	0.002427	0.472705	0.002427	16230	3160493	0.003985	20.271942	Not shown (strain-result biased); Filtered out (minCov > 0.0024274693853142534); Filtered out (maxZscore < 20.271942243795152); 
strain	Streptomyces sp. 4F	1751294.1	150	8541	234	3193	2.674914	0.003970	0.000197	0.001484	0.543674	0.001484	5873	2151260	0.003970	25.937281	Not shown (strain-result biased); Filtered out (minCov > 0.0014842464416202597); Filtered out (maxZscore < 25.937281311927347); 
strain	Nitrosomonas sp. Is79A3	261292.1	132	11441	569	6669	1.715550	0.003951	0.000197	0.002303	0.352484	0.002303	18920	2895612	0.003951	20.813213	Not shown (strain-result biased); Filtered out (minCov > 0.0023031400615828364); Filtered out (maxZscore < 20.81321295615491); 
strain	Cellvibrio mixtus subsp. mixtus J3-8	1209072	174	16253	833	12086	1.344779	0.003941	0.000196	0.002931	0.311455	0.002931	38805	4123725	0.003941	18.444471	Not shown (strain-result biased); Filtered out (minCov > 0.0029308452915749717); Filtered out (maxZscore < 18.444470556929367); 
strain	Caulobacter sp. K31	366602.1	120	10738	578	4698	2.285653	0.003934	0.000196	0.001721	0.430338	0.001721	10917	2729430	0.003934	24.082712	Not shown (strain-result biased); Filtered out (minCov > 0.0017212385003462262); Filtered out (maxZscore < 24.082711879982554); 
strain	Gemmata obscuriglobus UQM 2246	214688	391	25936	1306	18373	1.411637	0.003916	0.000195	0.002774	0.444050	0.002774	41376	6622792	0.003916	18.959517	Not shown (strain-result biased); Filtered out (minCov > 0.00277420761515687); Filtered out (maxZscore < 18.959517096202624); 
strain	Hyphomicrobium denitrificans 1NES1	670307	124	11552	700	8121	1.422485	0.003876	0.000193	0.002725	0.282058	0.002725	28792	2980305	0.003876	19.130798	Not shown (strain-result biased); Filtered out (minCov > 0.0027248888955996114); Filtered out (maxZscore < 19.130798205261772); 
strain	Conexibacter woesei DSM 14684	469383	187	11142	408	8119	1.372336	0.003852	0.000192	0.002807	0.614796	0.002807	13206	2892825	0.003852	18.849486	Not shown (strain-result biased); Filtered out (minCov > 0.002806599085668853); Filtered out (maxZscore < 18.84948583243874); 
strain	Bradyrhizobium lablabi strain GAS522	722472.2	211	15563	628	10830	1.437027	0.003836	0.000191	0.002670	0.413564	0.002670	26187	4056914	0.003836	19.328726	Not shown (strain-result biased); Filtered out (minCov > 0.002669516780488815); Filtered out (maxZscore < 19.328725531073857); 
strain	Sphingobium xenophagum NBRC 107872	1219037	38	3108	69	2404	1.292845	0.003774	0.000188	0.002919	0.549109	0.002919	4378	823632	0.003774	18.482667	Not shown (strain-result biased); Filtered out (minCov > 0.0029187792606406747); Filtered out (maxZscore < 18.482667151278743); 
strain	Streptomyces lydicus strain GS93	47763.3	32	1849	36	538	3.436803	0.003756	0.000187	0.001093	0.545086	0.001093	987	492260	0.003756	30.232126	Not shown (strain-result biased); Filtered out (minCov > 0.0010929183764677203); Filtered out (maxZscore < 30.232125506477463); 
strain	Brevundimonas sp. DS20	1532555.1	87	6131	249	4374	1.401692	0.003749	0.000186	0.002675	0.476315	0.002675	9183	1635277	0.003749	19.309662	Not shown (strain-result biased); Filtered out (minCov > 0.002674776199995475); Filtered out (maxZscore < 19.309662203478265); 
strain	Nonomuraea maritima strain CGMCC 4.5681	683260.1	181	11438	431	7238	1.580271	0.003725	0.000185	0.002357	0.529248	0.002357	13676	3070894	0.003725	20.573620	Not shown (strain-result biased); Filtered out (minCov > 0.002356968361656247); Filtered out (maxZscore < 20.573619821276672); 
strain	Sphingopyxis sp. MG	1866325.1	25	2435	103	1825	1.334247	0.003720	0.000185	0.002788	0.453191	0.002788	4027	654614	0.003720	18.912763	Not shown (strain-result biased); Filtered out (minCov > 0.002787902489100447); Filtered out (maxZscore < 18.91276295890492); 
strain	Microbispora rosea strain ATCC 12950	58117.1	219	14409	585	6577	2.190816	0.003719	0.000185	0.001698	0.542254	0.001698	12129	3874269	0.003719	24.250015	Not shown (strain-result biased); Filtered out (minCov > 0.001697610568600167); Filtered out (maxZscore < 24.250015478803594); 
strain	Streptomyces malaysiensis strain DSM 4137	92644.1	19	1423	67	666	2.136637	0.003703	0.000184	0.001733	0.815177	0.001733	817	384289	0.003703	24.000219	Not shown (strain-result biased); Filtered out (minCov > 0.0017330706837822576); Filtered out (maxZscore < 24.00021896797007); 
strain	Streptomyces ossamyceticus strain NRRL B-3822	249581.1	169	10876	454	3057	3.557736	0.003675	0.000183	0.001033	0.449295	0.001033	6804	2959104	0.003675	31.096245	Not shown (strain-result biased); Filtered out (minCov > 0.001033082987282637); Filtered out (maxZscore < 31.09624490991712); 
strain	Streptomyces coelicolor A3(2)	100226	34	2024	76	1108	1.826715	0.003632	0.000181	0.001988	0.657957	0.001988	1684	557270	0.003632	22.404269	Not shown (strain-result biased); Filtered out (minCov > 0.0019882642166274877); Filtered out (maxZscore < 22.404268868630954); 
strain	Streptomyces sp. CLI2509 strain CLI2905	1984801.1	142	9971	420	2219	4.493466	0.003624	0.000180	0.000807	0.550620	0.000807	4030	2751332	0.003624	35.197972	Not shown (strain-result biased); Filtered out (minCov > 0.0008065184427033888); Filtered out (maxZscore < 35.197972257133934); 
strain	Mycobacterium sp. QIA-37	1561223.1	12	830	11	511	1.624266	0.003619	0.000180	0.002228	0.836334	0.002228	611	229314	0.003619	21.160231	Not shown (strain-result biased); Filtered out (minCov > 0.0022283855325012864); Filtered out (maxZscore < 21.160231133064134); 
strain	Paraburkholderia xenovorans LB400	266265	186	14218	419	10425	1.363837	0.003596	0.000179	0.002637	0.570514	0.002637	18273	3953374	0.003596	19.447893	Not shown (strain-result biased); Filtered out (minCov > 0.0026369880512190345); Filtered out (maxZscore < 19.447892625627528); 
strain	Sphingomonas wittichii RW1	392499	141	8993	270	6843	1.314190	0.003592	0.000179	0.002733	0.578347	0.002733	11832	2503728	0.003592	19.101875	Not shown (strain-result biased); Filtered out (minCov > 0.002733124364946991); Filtered out (maxZscore < 19.10187506146075); 
strain	Mycobacterium avium 104	243243	80	4446	100	2581	1.722588	0.003585	0.000178	0.002081	0.696250	0.002081	3707	1240264	0.003585	21.898316	Not shown (strain-result biased); Filtered out (minCov > 0.002081008559467984); Filtered out (maxZscore < 21.898315603463388); 
strain	Asticcacaulis benevestitus DSM 16100 = ATCC BAA-896	1121022	178	13385	756	9908	1.350929	0.003573	0.000178	0.002645	0.394647	0.002645	25106	3746334	0.003573	19.419373	Not shown (strain-result biased); Filtered out (minCov > 0.002644718810442422); Filtered out (maxZscore < 19.419372561498403); 
strain	Agrobacterium tumefaciens strain 1D1609	358.3	85	7477	283	3226	2.317731	0.003544	0.000176	0.001529	0.687114	0.001529	4695	2109536	0.003544	25.552239	Not shown (strain-result biased); Filtered out (minCov > 0.0015292462418275868); Filtered out (maxZscore < 25.552239138371046); 
strain	Mesorhizobium ciceri biovar biserrulae strain WSM1284	278148.1	31	2477	91	1793	1.381484	0.003543	0.000176	0.002565	0.417268	0.002565	4297	699066	0.003543	19.720198	Not shown (strain-result biased); Filtered out (minCov > 0.002564850815230608); Filtered out (maxZscore < 19.720198381488018); 
strain	Cutibacterium acnes strain ATCC 6919	1747.6	47	4563	8	3630	1.257025	0.003538	0.000176	0.002815	0.571834	0.002815	6348	1289666	0.003538	18.822324	Not shown (strain-result biased); Filtered out (minCov > 0.0028146822510634537); Filtered out (maxZscore < 18.822324240304717); 
strain	Gemmata sp. SH-PL17	1630693.1	352	25865	1368	18522	1.396447	0.003524	0.000175	0.002524	0.308002	0.002524	60136	7339725	0.003524	19.881415	Not shown (strain-result biased); Filtered out (minCov > 0.002523527788847675); Filtered out (maxZscore < 19.88141471620141); 
strain	Luteimonas mephitis DSM 12574	1122183	82	5113	149	3768	1.356953	0.003515	0.000175	0.002591	0.623635	0.002591	6042	1454445	0.003515	19.621397	Not shown (strain-result biased); Filtered out (minCov > 0.002590678918762827); Filtered out (maxZscore < 19.621396581835246); 
strain	Pseudomonas putida strain E46	303.8	96	7395	80	5508	1.342593	0.003500	0.000174	0.002607	0.618876	0.002607	8900	2112732	0.003500	19.559529	Not shown (strain-result biased); Filtered out (minCov > 0.0026070509652904392); Filtered out (maxZscore < 19.55952871105776); 
strain	Niastella populi strain CCTCC AB 208238	550983.1	305	22248	1231	12129	1.834281	0.003484	0.000173	0.001900	0.373959	0.001900	32434	6385119	0.003484	22.922349	Not shown (strain-result biased); Filtered out (minCov > 0.0018995730541592098); Filtered out (maxZscore < 22.922348998331); 
strain	Ochrobactrum anthropi strain OAB	529.1	110	10813	495	7220	1.497645	0.003433	0.000171	0.002293	0.396116	0.002293	18227	3149371	0.003433	20.861471	Not shown (strain-result biased); Filtered out (minCov > 0.002292521268532669); Filtered out (maxZscore < 20.86147093397505); 
strain	Paraburkholderia fungorum	134537.1	139	12344	401	8918	1.384167	0.003432	0.000171	0.002480	0.442954	0.002480	20133	3596401	0.003432	20.056779	Not shown (strain-result biased); Filtered out (minCov > 0.002479701234650975); Filtered out (maxZscore < 20.056779125184324); 
strain	Pseudomonas putida S13.1.2	1384061	85	6187	141	3895	1.588447	0.003393	0.000169	0.002136	0.557145	0.002136	6991	1823652	0.003393	21.614887	Not shown (strain-result biased); Filtered out (minCov > 0.002135824159433927); Filtered out (maxZscore < 21.61488694424108); 
strain	Gemmatirosa kalamazoonesis strain KBS708	861299.1	257	13613	543	8739	1.557730	0.003351	0.000167	0.002151	0.575048	0.002151	15197	4062036	0.003351	21.536412	Not shown (strain-result biased); Filtered out (minCov > 0.0021513841827103452); Filtered out (maxZscore < 21.53641165839397); 
strain	Streptomyces griseoruber strain NRRL B-1818	1943.1	175	9388	238	3192	2.941103	0.003339	0.000166	0.001135	0.659913	0.001135	4837	2811814	0.003339	29.663009	Not shown (strain-result biased); Filtered out (minCov > 0.0011352102237203456); Filtered out (maxZscore < 29.663009123750225); 
strain	Streptomyces albulus strain CK-15	68570.2	118	8837	463	2931	3.015012	0.003327	0.000165	0.001103	0.642904	0.001103	4559	2656096	0.003327	30.086677	Not shown (strain-result biased); Filtered out (minCov > 0.0011034992711106827); Filtered out (maxZscore < 30.08667678716828); 
strain	Streptomyces jeddahensis strain G25(2015)	1716141.1	205	9502	259	2963	3.206885	0.003292	0.000164	0.001026	0.520098	0.001026	5697	2886720	0.003292	31.197048	Not shown (strain-result biased); Filtered out (minCov > 0.0010264244540516573); Filtered out (maxZscore < 31.197048286692567); 
strain	Ramlibacter tataouinensis TTB310	365046	101	4819	150	3008	1.602061	0.003280	0.000163	0.002047	0.644802	0.002047	4665	1469251	0.003280	22.078220	Not shown (strain-result biased); Filtered out (minCov > 0.0020473016523385045); Filtered out (maxZscore < 22.07822016945804); 
strain	Actinomadura flavalba DSM 45200	561175	163	6930	183	1588	4.363980	0.003275	0.000163	0.000750	0.601287	0.000750	2641	2115977	0.003275	36.489440	Not shown (strain-result biased); Filtered out (minCov > 0.0007504807471914865); Filtered out (maxZscore < 36.48943983049859); 
strain	Hyphomicrobium facile strain DSM 1565	51670.1	115	11154	438	8328	1.339337	0.003261	0.000162	0.002434	0.355958	0.002434	23396	3420919	0.003261	20.242855	Not shown (strain-result biased); Filtered out (minCov > 0.0024344335542583733); Filtered out (maxZscore < 20.242854908137154); 
strain	Sphingomonas wittichii DC-6	1283312	130	8556	270	6613	1.293815	0.003252	0.000162	0.002514	0.546439	0.002514	12102	2630630	0.003252	19.919758	Not shown (strain-result biased); Filtered out (minCov > 0.002513846493045392); Filtered out (maxZscore < 19.919758129801572); 
strain	Sphingopyxis alaskensis RB2256	317655	46	3308	112	2561	1.291683	0.003227	0.000161	0.002499	0.386566	0.002499	6625	1024947	0.003227	19.980330	Not shown (strain-result biased); Filtered out (minCov > 0.0024986657846698414); Filtered out (maxZscore < 19.9803300383656); 
strain	Mycobacterium marinum E11	1131442	16	1356	59	762	1.779528	0.003196	0.000159	0.001796	0.525155	0.001796	1451	424324	0.003196	23.576591	Not shown (strain-result biased); Filtered out (minCov > 0.0017957975509280645); Filtered out (maxZscore < 23.57659099710175); 
strain	Cutibacterium acnes HL096PA1	1134454	45	4230	20	3722	1.136486	0.003192	0.000159	0.002808	0.589110	0.002808	6318	1325290	0.003192	18.843283	Not shown (strain-result biased); Filtered out (minCov > 0.002808441925918101); Filtered out (maxZscore < 18.843283088973592); 
strain	Cutibacterium acnes strain KCOM 1315	1747.7	50	4202	15	3376	1.244668	0.003154	0.000157	0.002534	0.476164	0.002534	7090	1332275	0.003154	19.840142	Not shown (strain-result biased); Filtered out (minCov > 0.002534011371526149); Filtered out (maxZscore < 19.840141642114023); 
strain	Cellvibrio japonicus Ueda107	498211	111	11387	235	4962	2.294841	0.003132	0.000156	0.001365	0.523970	0.001365	9470	3636261	0.003132	27.052202	Not shown (strain-result biased); Filtered out (minCov > 0.0013645885155108503); Filtered out (maxZscore < 27.052202211616457); 
strain	Ochrobactrum anthropi ATCC 49188	439375	110	10560	503	7247	1.457155	0.003113	0.000155	0.002137	0.400608	0.002137	18090	3391835	0.003113	21.610946	Not shown (strain-result biased); Filtered out (minCov > 0.0021366015740742106); Filtered out (maxZscore < 21.610945818353066); 
strain	Streptomyces katrae strain S3	68223.1	69	6853	432	1205	5.687137	0.003104	0.000154	0.000546	0.632878	0.000546	1904	2207660	0.003104	42.791155	Not shown (strain-result biased); Filtered out (minCov > 0.0005458268030403233); Filtered out (maxZscore < 42.79115548278484); 
strain	Streptomyces leeuwenhoekii strain C34 (= DSM 42122 = NRRL B-24963)	1437453.1	45	3315	132	1968	1.684451	0.003091	0.000154	0.001835	0.508396	0.001835	3871	1072426	0.003091	23.322348	Not shown (strain-result biased); Filtered out (minCov > 0.0018350916520114208); Filtered out (maxZscore < 23.32234787857144); 
strain	Streptomyces monomycini strain NRRL B-24309	371720.1	116	9068	524	2416	3.753311	0.003082	0.000153	0.000821	0.567003	0.000821	4261	2941870	0.003082	34.880674	Not shown (strain-result biased); Filtered out (minCov > 0.0008212463501106439); Filtered out (maxZscore < 34.88067407377701); 
strain	Achromobacter spanius strain MYb73	217203.2	115	8304	316	6295	1.319142	0.003072	0.000153	0.002329	0.527440	0.002329	11935	2702819	0.003072	20.696851	Not shown (strain-result biased); Filtered out (minCov > 0.002329049780987924); Filtered out (maxZscore < 20.696851222258008); 
strain	Bradyrhizobium erythrophlei strain GAS138	1437360.2	240	16903	779	11761	1.437208	0.003047	0.000152	0.002120	0.448619	0.002120	26216	5547005	0.003047	21.694331	Not shown (strain-result biased); Filtered out (minCov > 0.0021202432664113335); Filtered out (maxZscore < 21.69433089214208); 
strain	Streptomyces sp. CCM_MD2014	1561022.1	70	4196	133	2341	1.792396	0.003011	0.000150	0.001680	0.618985	0.001680	3782	1393788	0.003011	24.379940	Not shown (strain-result biased); Filtered out (minCov > 0.0016795954621506284); Filtered out (maxZscore < 24.379939723349178); 
strain	Pseudomonas putida H8234	1331671	84	6056	196	4424	1.368897	0.003002	0.000149	0.002193	0.487010	0.002193	9084	2017014	0.003002	21.328980	Not shown (strain-result biased); Filtered out (minCov > 0.0021933412460201068); Filtered out (maxZscore < 21.328980446135002); 
strain	Mycobacteroides chelonae strain MOTT36W	1774.1	15	1259	9	946	1.330867	0.002952	0.000147	0.002218	0.511075	0.002218	1851	426530	0.002952	21.210313	Not shown (strain-result biased); Filtered out (minCov > 0.002217897920427637); Filtered out (maxZscore < 21.210313020686844); 
strain	Methylophilus rhizosphaerae strain CBMB127	492660.1	53	5933	36	4387	1.352405	0.002933	0.000146	0.002169	0.391696	0.002169	11200	2023053	0.002933	21.451043	Not shown (strain-result biased); Filtered out (minCov > 0.002168504730227038); Filtered out (maxZscore < 21.45104317389328); 
strain	Oligotropha carboxidovorans OM4	1031710	89	6280	207	4948	1.269200	0.002932	0.000146	0.002310	0.420248	0.002310	11774	2142139	0.002932	20.782932	Not shown (strain-result biased); Filtered out (minCov > 0.002309840771303823); Filtered out (maxZscore < 20.78293229692405); 
strain	Streptomyces phage phiSASD1	747763.1	1	96	13	96	1.000000	0.002925	0.000145	0.002925	0.432432	0.002925	222	32824	0.002925	18.463929	Not shown (strain-result biased); Filtered out (minCov > 0.002924689251767); Filtered out (minReads > 1); Filtered out (maxZscore < 18.46392879824515); 
strain	Streptomyces sp. ZFG47	2184053.1	164	10483	585	3410	3.074194	0.002903	0.000144	0.000944	0.485547	0.000944	7023	3610642	0.002903	32.524442	Not shown (strain-result biased); Filtered out (minCov > 0.0009444303810790435); Filtered out (maxZscore < 32.52444151999667); 
strain	Amycolatopsis benzoatilytica AK 16/65	1089544	127	10282	168	5807	1.770622	0.002890	0.000144	0.001632	0.561986	0.001632	10333	3558315	0.002890	24.733844	Not shown (strain-result biased); Filtered out (minCov > 0.0016319522020956548); Filtered out (maxZscore < 24.733844112902126); 
strain	Pseudomonas putida GB-1	76869	66	4385	147	3155	1.389857	0.002876	0.000143	0.002069	0.479775	0.002069	6576	1524784	0.002876	21.961131	Not shown (strain-result biased); Filtered out (minCov > 0.002069145531432649); Filtered out (maxZscore < 21.96113120211943); 
strain	Pseudomonas putida strain PP112420	303.5	62	4149	154	2994	1.385772	0.002874	0.000143	0.002074	0.571265	0.002074	5241	1443774	0.002874	21.936783	Not shown (strain-result biased); Filtered out (minCov > 0.002073731761342149); Filtered out (maxZscore < 21.936782920241054); 
strain	Pseudorhodoplanes sinuspersici strain RIPI110	1235591.1	187	12477	467	6378	1.956256	0.002854	0.000142	0.001459	0.409976	0.001459	15557	4372145	0.002854	26.163029	Not shown (strain-result biased); Filtered out (minCov > 0.0014587805299229554); Filtered out (maxZscore < 26.16302881000236); 
strain	Verrucomicrobia bacterium IMCC26134	1637999.1	161	9069	434	4126	2.198013	0.002851	0.000142	0.001297	0.370776	0.001297	11128	3180464	0.002851	27.745895	Not shown (strain-result biased); Filtered out (minCov > 0.0012972949858888515); Filtered out (maxZscore < 27.745895313320865); 
strain	Ramlibacter tataouinensis strain 5-10	94132.1	133	6699	200	3622	1.849531	0.002844	0.000141	0.001538	0.578594	0.001538	6260	2355168	0.002844	25.480181	Not shown (strain-result biased); Filtered out (minCov > 0.0015378945366105517); Filtered out (maxZscore < 25.480181447628787); 
strain	Streptomyces tsukubensis strain F601	83656.1	180	11471	557	4015	2.857036	0.002844	0.000141	0.000995	0.538782	0.000995	7452	4033890	0.002844	31.681301	Not shown (strain-result biased); Filtered out (minCov > 0.0009953171752328399); Filtered out (maxZscore < 31.681301374581324); 
strain	Arachidicoccus rhizosphaerae strain Vu-144	551991.1	112	10574	176	7805	1.354773	0.002840	0.000141	0.002096	0.461261	0.002096	16921	3723408	0.002840	21.818666	Not shown (strain-result biased); Filtered out (minCov > 0.0020961978918238346); Filtered out (maxZscore < 21.81866622935937); 
strain	Sphingopyxis granuli strain TFA	267128.1	23	1706	85	1251	1.363709	0.002831	0.000141	0.002076	0.499401	0.002076	2505	602562	0.002831	21.924057	Not shown (strain-result biased); Filtered out (minCov > 0.0020761349039600903); Filtered out (maxZscore < 21.924056845965616); 
strain	Flavobacterium enshiense DK69	1107311	89	5625	306	1965	2.862595	0.002831	0.000141	0.000989	0.608548	0.000989	3229	1987243	0.002831	31.785525	Not shown (strain-result biased); Filtered out (minCov > 0.0009888071061264275); Filtered out (maxZscore < 31.785524895387805); 
strain	Afipia clevelandensis ATCC 49720	883079	98	6532	206	4306	1.516953	0.002826	0.000141	0.001863	0.540887	0.001863	7961	2311735	0.002826	23.148730	Not shown (strain-result biased); Filtered out (minCov > 0.0018626702455082438); Filtered out (maxZscore < 23.148729524274472); 
strain	Streptomyces spongiicola strain HNM0071	1690221.1	77	5121	174	1890	2.709524	0.002802	0.000139	0.001034	0.613836	0.001034	3079	1827612	0.002802	31.080387	Not shown (strain-result biased); Filtered out (minCov > 0.0010341363484153091); Filtered out (maxZscore < 31.080387323688168); 
strain	Niabella soli DSM 19437	929713	102	9890	453	7324	1.350355	0.002792	0.000139	0.002068	0.412806	0.002068	17742	3542129	0.002792	21.968913	Not shown (strain-result biased); Filtered out (minCov > 0.0020676830234020276); Filtered out (maxZscore < 21.968912671681533); 
strain	Ilumatobacter nonamiensis YM16-303	1313171	129	8557	473	4162	2.055983	0.002757	0.000137	0.001341	0.497312	0.001341	8369	3104007	0.002757	27.290969	Not shown (strain-result biased); Filtered out (minCov > 0.0013408474916454763); Filtered out (maxZscore < 27.290968700456983); 
strain	Pseudomonas fluorescens NCIMB 11764	1221522	71	6171	40	4225	1.460592	0.002751	0.000137	0.001884	0.524714	0.001884	8052	2242813	0.002751	23.018326	Not shown (strain-result biased); Filtered out (minCov > 0.001883795037749469); Filtered out (maxZscore < 23.018325603950156); 
strain	Novosphingobium resinovorum strain SA1	158500.1	116	10240	284	7181	1.425985	0.002733	0.000136	0.001916	0.579300	0.001916	12396	3747480	0.002733	22.822368	Not shown (strain-result biased); Filtered out (minCov > 0.0019162210338680926); Filtered out (maxZscore < 22.822367649222528); 
